date,long_short
2015-02-06,0.0025443627822197973
2015-02-09,0.02190100581290265
2015-02-10,0.03859509970052659
2015-02-11,0.016522891265743682
2015-02-12,0.036143673165482226
2015-02-13,-0.01058862175930856
2015-02-16,-0.03820571758680277
2015-02-17,-0.0574557492429605
2015-02-25,-0.04838295411349826
2015-02-26,-0.047674790332977855
2015-02-27,-0.050759950679316546
2015-03-02,-0.04153369460264056
2015-03-03,0.01040777063169613
2015-03-04,-0.015269149882178173
2015-03-05,0.011438695309686595
2015-03-06,0.03315234557222754
2015-03-09,-0.02111148299945552
2015-03-10,-0.05762213537725696
2015-03-11,-0.07564506731687713
2015-03-12,-0.053221549068799306
2015-03-13,-0.08257081724724274
2015-03-16,-0.06059755507513556
2015-03-17,-0.04587203937292693
2015-03-18,-0.04826269929616774
2015-03-19,-0.08828343656870885
2015-03-20,-0.03776359614964025
2015-03-23,0.0022511006287737473
2015-03-24,0.02219343779267166
2015-03-25,0.04643588287050418
2015-03-26,0.03387154529283205
2015-03-27,0.007414951109692924
2015-03-30,-0.023739256471958278
2015-03-31,-0.03899028018303372
2015-04-01,-0.06926753887711265
2015-04-02,-0.00490686782735382
2015-04-03,0.043779436617035164
2015-04-07,0.07152404392386127
2015-04-08,0.020164375119231883
2015-04-09,0.03015335716248798
2015-04-10,0.020096586251674396
2015-04-13,-0.023078204075646362
2015-04-14,-0.04847893118663562
2015-04-15,-0.009872723849130294
2015-04-16,0.015050787460714948
2015-04-17,0.027399405051629643
2015-04-20,0.06045903853401855
2015-04-21,0.032236693237177094
2015-04-22,0.054907144717157935
2015-04-23,0.012712564410762472
2015-04-24,-0.039523276712172664
2015-04-27,-0.04248488359723204
2015-04-28,0.06062941377908028
2015-04-29,-0.03858645836223855
2015-04-30,-0.025736392294843913
2015-05-04,0.049620492371645494
2015-05-05,-0.03849894348584299
2015-05-06,-0.1174961355023675
2015-05-07,-0.043927765690277024
2015-05-08,-0.08204777474333587
2015-05-11,-0.09532648167614072
2015-05-12,-0.12168783342891804
2015-05-13,-0.15255530170255116
2015-05-14,-0.19215984268025338
2015-05-15,-0.16075895561912268
2015-05-18,-0.05978790946301968
2015-05-19,-0.04114755033410429
2015-05-20,-0.11639494919568241
2015-05-21,-0.062200470525701095
2015-05-22,-0.07761994574475047
2015-05-25,-0.04388660913247362
2015-05-26,-0.020732984413046718
2015-05-27,-0.030766613513408703
2015-05-28,0.032985561895640635
2015-05-29,0.004467450274837442
2015-06-01,0.012818738542350749
2015-06-02,0.01749078000815668
2015-06-03,0.010844922812664217
2015-06-04,0.0187530883211691
2015-06-05,0.054145284343487636
2015-06-08,0.06993009961614008
2015-06-09,0.008833274268332275
2015-06-10,-0.0021711972666452195
2015-06-11,0.025264282492037937
2015-06-12,0.0940499776977694
2015-06-15,0.08110701346467403
2015-06-16,-0.03044762988269642
2015-06-17,-0.012579677223798519
2015-06-18,-0.1368034698158625
2015-06-19,-0.16494856327684496
2015-06-23,-0.25079042394036627
2015-06-24,-0.27078697573816096
2015-06-25,-0.24248213972506086
2015-06-26,-0.1307431009174446
2015-06-29,-0.021859346416225733
2015-06-30,-0.044518201518166454
2015-07-01,-0.09732444325145598
2015-07-02,-0.028726357655424285
2015-07-03,0.04315330858221042
2015-07-06,0.10356383683486853
2015-07-07,0.24070068364601954
2015-07-08,0.3331296186851783
2015-07-09,0.27139185520354014
2015-07-10,0.1876514426688538
2015-07-13,0.09394698894822534
2015-07-14,0.05882731588822518
2015-07-15,-0.03893011813236104
2015-07-16,-0.054243878885129757
2015-07-17,-0.020265514096897072
2015-07-20,-0.0023090701124684476
2015-07-21,-0.0036108165749896212
2015-07-22,0.007024602011592912
2015-07-23,0.04750747910437499
2015-07-24,-0.005250854797856495
2015-07-27,0.04294117016249055
2015-07-28,0.0524367843718141
2015-07-29,0.004701021523807376
2015-07-30,0.04601217040869782
2015-07-31,0.06422006091880356
2015-08-03,0.09573309622030282
2015-08-04,-0.002469130409283073
2015-08-05,0.021263235715854166
2015-08-06,0.0330423396865325
2015-08-07,-0.007189861940363609
2015-08-10,0.09828715830734985
2015-08-11,0.07304829773380475
2015-08-12,0.0985458002590838
2015-08-13,0.16744521572806004
2015-08-14,0.11196387193518689
2015-08-17,-0.004642067868065841
2015-08-18,-0.0221082857330262
2015-08-19,0.035030407615755016
2015-08-20,-0.040523350365275684
2015-08-21,-0.047295011530912597
2015-08-24,-0.015487861488180973
2015-08-25,0.07528034562009597
2015-08-26,0.05696482669630365
2015-08-27,-0.03203704730643404
2015-08-28,-0.08782915624842046
2015-08-31,-0.006949394840508503
2015-09-01,0.014779089076356795
2015-09-02,0.04755354396069943
2015-09-07,0.05451330421091318
2015-09-08,9.437880994660024e-05
2015-09-09,0.009662090541599576
2015-09-10,-0.008155082265610104
2015-09-11,0.034416924467239624
2015-09-14,0.06320799498344194
2015-09-15,0.1147750210791805
2015-09-16,0.061955773225474936
2015-09-17,0.07015263650641967
2015-09-18,0.057009313628415714
2015-09-21,-0.03650809835661257
2015-09-22,-0.07815273512614042
2015-09-23,-0.040419487600559544
2015-09-24,-0.07712292898893264
2015-09-25,-0.0489824401999705
2015-09-28,-4.004207248461955e-05
2015-09-29,-0.03898810500129979
2015-09-30,-0.0113121102038502
2015-10-08,-0.004353623456525464
2015-10-09,-0.07072335607214242
2015-10-12,-0.039149653252062516
2015-10-13,-0.06141260024475971
2015-10-14,-0.044469042090469674
2015-10-15,-0.021472607341005073
2015-10-16,-0.010012459125980151
2015-10-19,0.011863783083797524
2015-10-20,0.029960501609376477
2015-10-21,0.006227469471522994
2015-10-22,-0.019450329199773242
2015-10-23,-0.009164013314553736
2015-10-26,-0.00749086501944056
2015-10-27,0.037523513425478064
2015-10-28,-0.018544696080200068
2015-10-29,0.0077793743833065865
2015-10-30,0.006195775165373105
2015-11-02,0.05533779346490716
2015-11-03,0.06706376531034358
2015-11-04,-0.025039806031866133
2015-11-05,-0.0011762587569683989
2015-11-06,-0.009309942873428739
2015-11-09,0.022135177375313373
2015-11-10,0.007356230817611528
2015-11-11,-0.00698231418785295
2015-11-12,-0.025571300614021897
2015-11-13,-0.009277604877957691
2015-11-16,0.01943582901209899
2015-11-17,0.005861399629019597
