param_label,5,10,20,60
"window=10.0, k=1.5",-0.022800369201794242,0.0019108134400472297,0.010155249141907421,-0.00935675263538663
"window=10.0, k=2.0",-0.022800369201794242,0.0019108134400472297,0.010155249141907421,-0.00935675263538663
"window=10.0, k=2.5",-0.022800369201794242,0.0019108134400472297,0.010155249141907421,-0.00935675263538663
"window=20.0, k=1.5",-0.007436423555829187,0.014424822725417428,0.01339514538333327,-0.010732582445426141
"window=20.0, k=2.0",-0.007436423555829187,0.014424822725417428,0.01339514538333327,-0.010732582445426141
"window=20.0, k=2.5",-0.007436423555829187,0.014424822725417428,0.01339514538333327,-0.010732582445426141
"window=40.0, k=1.5",-0.0053297802789900785,0.008262057647387319,0.0007721581621182218,-0.019570775467957286
"window=40.0, k=2.0",-0.0053297802789900785,0.008262057647387319,0.0007721581621182218,-0.019570775467957286
"window=40.0, k=2.5",-0.0053297802789900785,0.008262057647387319,0.0007721581621182218,-0.019570775467957286
