param_label,5,10,20,60
"ma_window=10.0, slope_window=10.0",0.01608126492741955,0.03236918368843312,0.01050544377185741,-0.015834147068998654
"ma_window=10.0, slope_window=3.0",0.0047298238612178516,0.025510754250761603,0.018416085212628892,-0.009984618021049128
"ma_window=10.0, slope_window=5.0",0.01030073034023133,0.029870418808898867,0.017165753483101627,-0.01018700733792527
"ma_window=20.0, slope_window=10.0",0.011488839960683932,0.007983645599214153,-0.015313505577533849,-0.026898199979870814
"ma_window=20.0, slope_window=3.0",0.01604476302028553,0.022380244226293353,-7.927343750070008e-05,-0.023195535173389525
"ma_window=20.0, slope_window=5.0",0.017407954886840063,0.02003125095274837,-0.0030977426953584133,-0.022823633436740366
"ma_window=40.0, slope_window=10.0",-0.008874651233385041,-0.01573339775285807,-0.03351259001806329,-0.026013867194907534
"ma_window=40.0, slope_window=3.0",-0.012601342592585298,-0.013609243162795935,-0.029772784043710518,-0.03367276562803163
"ma_window=40.0, slope_window=5.0",-0.010008689161472411,-0.012991441005193248,-0.03064900465975224,-0.031249563697559615
