date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
2015-05-28,-0.07322473691430338,-0.07817898694123156,-0.09328481139807768,-0.05334757467247544,-0.023007872225973093,-0.07624600811463728,-0.07748300102217856,-0.08284695408327925,-0.11850782415577019,-0.22495464584002436
2015-05-29,-0.10760042336372286,-0.09498919365268206,-0.07118271256763416,-0.07886488892067851,-0.05199611772053605,-0.059531133980241346,-0.10062891287828162,-0.15978533646332338,-0.18297794917433813,-0.2844380614970989
2015-06-01,-0.07435869431462609,-0.05670572969089309,-0.03857670190233473,-0.11284455737984292,-0.07133556494502533,-0.06996773613459656,-0.09675386418263668,-0.13756489037959918,-0.17982425867099316,-0.2516624485073032
2015-06-02,-0.022067295386736775,-0.06974982286291061,-0.11812924784061266,-0.15122125458007835,-0.1393863706951563,-0.14971332398616882,-0.15097805021020835,-0.18734834857430527,-0.2550969932713045,-0.30311345284200886
2015-06-03,-0.047178706168630714,-0.033835291650054854,-0.12425621688411492,-0.1623273115996849,-0.17491208689365023,-0.18531092950426684,-0.21288640617544008,-0.23627999679302175,-0.290244774901205,-0.3453708594943385
2015-06-04,-0.06091248103922429,-0.04402051461929013,-0.17405007867215258,-0.22913138744421238,-0.22250515303581322,-0.25216407862480816,-0.2378559845642143,-0.2733831206434888,-0.32356592796840833,-0.36665852577628383
2015-06-05,-0.05231609765481293,-0.07443381442093258,-0.11751163164838238,-0.17206560514821104,-0.23021239579159652,-0.2154411456353973,-0.268294578294584,-0.29260474158516026,-0.3365253099048318,-0.3692954622907158
2015-06-08,-0.054416051125298105,-0.0931531373872819,-0.1309755780612913,-0.22667447281290282,-0.29315809025542056,-0.32922905170238365,-0.32317970034188537,-0.3387897246528298,-0.33179066067988894,-0.42166237880172924
2015-06-09,-0.10539881076606064,-0.1169932666634611,-0.24871942393648042,-0.24550234628124307,-0.37074538298026,-0.3816303020961419,-0.40890081225377994,-0.4079051733551055,-0.41299339172016003,-0.4295202129999346
2015-06-10,-0.05102324719874991,-0.10772923284763529,-0.12907299739970793,-0.2090852955836841,-0.29632116272504433,-0.30109689313515275,-0.331085498835946,-0.3510748308599433,-0.38847029889381113,-0.4114437042705175
2015-06-11,-0.047232860079313245,-0.0736295019372328,-0.07763137201140506,-0.15352538088902726,-0.213981927660716,-0.26202140587834427,-0.24468820966728141,-0.2413761546609594,-0.34912238141485863,-0.3846335200744603
2015-06-12,-0.07446094746267481,-0.07534982029315629,-0.10817396294916337,-0.14748357137725168,-0.1942084582034131,-0.2044728452923436,-0.21125482040091045,-0.28155311388536797,-0.23474882221847695,-0.3209211820674979
2015-06-15,-0.047476965596463395,-0.09254890206220306,-0.09109707366837223,-0.19279464860606854,-0.1929038956930563,-0.1626635555742357,-0.22479430893145896,-0.2583661131380439,-0.2332604225881366,-0.2902788240571598
2015-06-16,-0.06895200327754758,-0.03983687011135386,-0.09745262045332963,-0.19870815439338885,-0.20552388380122683,-0.26807132648910365,-0.24195818067622507,-0.2882584048095914,-0.24137623381604628,-0.310673612712485
2015-06-17,-0.06879813152494674,-0.04128441400977909,-0.1482763004630398,-0.1807667735925965,-0.22667494117718462,-0.2727067935530398,-0.2521394539011073,-0.26362067376555165,-0.2666380173049368,-0.3159577183874212
2015-06-18,-0.137077148560505,-0.07177576001854495,-0.06113678910427842,-0.07690481548112585,-0.14370637879863374,-0.14143810499625942,-0.165550610557487,-0.19627884468273993,-0.21932331477715122,-0.24924070678812296
2015-06-19,-0.10972714663003194,-0.08162600901707658,-0.07110973842654311,-0.11770198313990758,-0.05124709449988596,-0.16665438229038443,-0.07978736381616951,-0.0974302866527619,-0.11418013457740442,-0.21067199533424166
2015-06-23,-0.1363857736335446,-0.09208590045835378,-0.0975257257760335,-0.10977994780174423,-0.14181866585791406,-0.1299797830798505,-0.12807635298766543,-0.11548882341185754,-0.17835186922530458,-0.11989819318102832
2015-06-24,-0.1638873314828801,-0.11403895301568556,-0.11015010624000132,-0.18485354116048427,-0.16471662199702383,-0.1466618778226786,-0.12940249648811458,-0.13677369533395356,-0.0526698357638095,-0.1612334634648574
2015-06-25,-0.12093779142525536,-0.10916255213079681,-0.08166080071758977,-0.09148774188387639,-0.11467214334837499,-0.10902206069971523,-0.11368531026469846,-0.10648507671574134,-0.1134944418067182,-0.021620410335777752
2015-06-26,-0.06548386279068512,-0.024102998996148272,-0.055762537357661165,-0.022181611954177206,-0.04789196663979005,-0.034450549025382,-0.04887533034859135,-0.05610221089216625,-0.05884213150309307,-0.020173702317329
2015-06-29,-0.0764636675549893,-0.0665391983728135,-0.07776704164954731,-0.10386953815900006,-0.09124052764725496,-0.08708909776171792,-0.08995393886181721,-0.08758742070229768,-0.09413593284283175,-0.043742932180271435
2015-06-30,-0.15458084222573126,-0.13102105448065607,-0.1512242279049397,-0.15019915473743956,-0.158475098941472,-0.1446576813554544,-0.17137994963925327,-0.14755509361992344,-0.10325904527907348,-0.04611299455735056
2015-07-01,-0.04934004019757121,-0.07351291778345954,-0.09014448891369749,-0.0676588520691817,-0.08304420201532962,-0.08875165710452773,-0.084670114221292,-0.09020945129327067,-0.08928928420039692,0.006034430142906699
2015-07-02,-0.05486815764662245,-0.023315129660898347,-0.04545481343801314,-0.07651726567677328,-0.054738578233981025,-0.05923510792537395,-0.057414386473208,-0.1005444187579398,-0.08957284963027942,0.007269435761697363
2015-07-03,-0.00875963448233299,0.00449979340754878,-0.012698492071555312,-0.0293215818057051,-0.02417116423829646,-0.031894801646826426,-0.01510275196097106,-0.08447246407030598,-0.06906092842583338,0.010309120093365065
2015-07-06,-0.030104607879058998,-0.019140510583244043,-0.0544452872573636,-0.039913431348704065,-0.050390742272092545,-0.04974930518384099,-0.09027030286578659,-0.10671955672790194,-0.06852646707963247,0.01167902298327983
2015-07-07,0.1610090051665652,0.12847198144798894,0.10591457408531375,0.07686650800309094,0.05495080887125374,-0.0010675062480485775,0.015659155392915736,-0.07873536902251763,-0.015872085664898596,-0.05200304402483154
2015-07-08,0.28767804348033876,0.20726565510900863,0.2283017664382831,0.17477852037415054,0.18561080484869352,0.11461490993635823,0.0442280650119468,0.00026656637781679037,0.006166039878391994,0.023715971635995637
2015-07-09,0.1340375871631478,0.12521749393959944,0.09170374544852118,0.05860754530305283,0.08999792919999754,0.0064993532777765095,-0.06954096335204571,-0.09121730576048422,0.005865922435975546,-0.038869478476627736
2015-07-10,0.09794751436176612,0.035433477072759054,0.00889834403671661,0.009745612424334226,-0.03350593975625871,-0.046922640721704795,-0.13741649460087108,-0.11851349342461344,-0.013683974174794966,-0.05077900657070948
2015-07-13,0.0600524059573706,0.006568064018540376,-0.012146547160422672,-0.04173844689580035,-0.05615088106725896,-0.036638938066563376,-0.06463677309103019,-0.08300653929629627,-0.005420668040354815,-0.038019020674472784
2015-07-14,0.06284068346212765,0.021193850739148524,-0.03484029878157633,-0.021624118494148664,-0.03773374784319614,-0.025939859872939407,-0.015519845697266804,-0.053635843057335375,-0.02132216128413178,-0.027594352164775793
2015-07-15,0.11519312239967498,0.06576321462440597,0.08690819209456983,0.03455752140823511,0.025498103464704647,0.020692631083447988,0.028350690230231557,-0.07199165352522138,-0.00802303900248531,-0.016221614618809933
2015-07-16,0.10053641997157285,0.09424043737499284,0.06325459374624594,0.04710374719340367,0.014552842471631244,0.03082296693666342,-0.005253535263243525,-0.04804024574269374,-0.025249863419666507,0.028100901108169696
2015-07-17,0.07735861908107884,0.005586036848937192,0.028966203981481843,-0.01852648791838276,-0.03912868963119365,-0.0018325794677855611,-0.033953616782395744,-0.06915699553790089,-0.04671357091415236,0.019134641363727334
2015-07-20,0.08754884096395088,-0.0061356427068479215,-0.0037390761122217953,-0.015259367212483133,-0.012988086259161525,-0.004107228524081297,-0.026730233970385854,-0.048549336381724206,-0.029304388775143964,-0.008335422151205706
2015-07-21,-0.0010541129149704398,-0.041977743553040604,-0.04542025939674939,-0.07320918051574661,-0.05992736546409812,-0.06062165769324718,-0.07901655434898405,-0.10019537853258169,-0.056329614819861186,0.014466673075089509
2015-07-22,-0.004718645760955553,-0.02198079558585244,-0.036924935665758205,-0.05745059800562737,-0.04318868746912914,-0.06622040358440581,-0.0665531861690885,-0.08789092315122224,-0.037632028284668585,0.007462807350779732
2015-07-23,-0.07301835459894195,-0.05713915193112251,-0.09299984126383912,-0.0680080406717477,-0.0964527876148753,-0.08391624686995527,-0.08694149947049845,-0.07786448136071651,-0.11409414563090851,-0.018079462593317476
2015-07-24,-0.10107156611577375,-0.10708056605409835,-0.05236563571802986,-0.09493112907800787,-0.07473059301995277,-0.11217245532003162,-0.1348235402241978,-0.14443896099645606,-0.10567276155271169,-0.06276189336302458
2015-07-27,-0.09174275053326868,-0.13383586128482614,-0.11626170590175267,-0.11628008674913919,-0.13392168565005944,-0.14129836320268874,-0.09640694437587764,-0.09573116962507659,-0.13714028091139344,-0.03812813657103804
2015-07-28,-0.16373849048705685,-0.1820610037542595,-0.21313661093728004,-0.19218706015551484,-0.21559160659734306,-0.18616939155723053,-0.23538065753902576,-0.228408750682787,-0.12481231423804191,-0.002046313117586651
2015-07-29,-0.2133484428260192,-0.18715742793179596,-0.21656455722531404,-0.19719901064505732,-0.2165609500203892,-0.20466755200903125,-0.1621373062732454,-0.14739247121857535,-0.22413257216945742,-0.0871593599493264
2015-07-30,-0.18702601099885138,-0.11723489204811269,-0.16016205306093928,-0.1227174733904864,-0.10230009967172857,-0.18181324779851488,-0.1752441437279575,-0.1874441660454418,-0.1545162786198484,-0.048422422847503845
2015-07-31,-0.12273478199036439,-0.10550763242455312,-0.07197705037340682,-0.08712044387775304,-0.11853301288061793,-0.1130003344009245,-0.10265614240338523,-0.11647470346995056,-0.07060220524355101,-0.10725960038887306
2015-08-03,-0.12570389443359903,-0.11298330744372709,-0.11872136952510275,-0.07919873930927297,-0.0990609708355337,-0.11754308797231408,-0.10798966293281728,-0.11645152340307818,-0.07550887991221315,-0.06780835439241902
2015-08-04,-0.1393283504588372,-0.07646600689642154,-0.11991066744089338,-0.06764108038600627,-0.13967190222786424,-0.13466274105167014,-0.13461638219143174,-0.19177787916608802,-0.22773712855195843,-0.20562379525173852
2015-08-05,-0.08868392563716106,-0.07319279613909924,-0.08542562143368645,-0.11456960730574613,-0.1495225266874793,-0.15348745044090087,-0.18751797219656613,-0.1976385452567828,-0.23079520159213093,-0.20330713595695338
2015-08-06,-0.13413635967208196,-0.09507387068002109,-0.10910390740680816,-0.0945202453056816,-0.15211856287672024,-0.13038455327842946,-0.1584008360098776,-0.15865873237661185,-0.2098350486456395,-0.18308056568076628
2015-08-07,-0.13763882264268848,-0.12865174344873526,-0.0955716008866472,-0.16273785576668154,-0.1531422677388848,-0.11544191054598174,-0.11696574063276115,-0.14517285394623114,-0.17415550249998443,-0.17572383634753128
2015-08-10,-0.15977869079370333,-0.1677139999237072,-0.17590055718863007,-0.11933066739777501,-0.14385498234854247,-0.16949985454415656,-0.18618705190389073,-0.05307413158784726,-0.18074361323393542,-0.17717485649365694
2015-08-11,-0.1726705584531656,-0.1527541021957202,-0.18990105741360067,-0.14748754543581155,-0.18585941078066023,-0.16605315154313277,-0.13191886083228221,-0.16819048378970236,-0.1823669683853526,-0.19001004732593213
2015-08-12,-0.14757072008133867,-0.14826395639306655,-0.10484902191662976,-0.14414694627368063,-0.1528853914191882,-0.1408974544644774,-0.1321370752213923,-0.18140578487364112,-0.2110359776111738,-0.22175452027694803
2015-08-13,-0.1515040212728303,-0.18548091627639066,-0.11905555336650116,-0.0974846468203576,-0.21607176950170864,-0.20395791618157144,-0.18965875081300326,-0.2044667663405026,-0.2456051696387071,-0.2767544179577344
2015-08-14,-0.1971894855115772,-0.24885172400571148,-0.20187521542912085,-0.20363410998803602,-0.17288327189588407,-0.17819744825964418,-0.1670440893950172,-0.23809735879603683,-0.24669006221850776,-0.3130613498639338
